:: Logging to C:\Users\shirao\AppData\Local\Temp\UnitypackageTools20191217190050-1o_gyjyg.log
[INFO   ] 2019-12-17 19:00:50,246::root                     | Current-directory: D:\works\programs\python\vemt\vemt-unitypackage-validator
99d95ea54afd895459384cec558dc940 (Assets/65431154313246784234/Bakery/examples/content/stainedglass.png)
9a18a77cec24adf4ea23e9e5a7850ef3 (Assets/65431154313246784234/Editor/x64/Bakery/lmTexAreaLightDir.ptx)
9a6154b9813b7fc498be837d830c55de (Assets/65431154313246784234/Editor/x64/Bakery/uvtangent.pso)
9aadc53d7cdc63f4898ea042aa9d853b (Assets/65431154313246784234/Toon/Shader/Toon_ShadingGradeMap_AngelRing.shader)
9b58495c943aa124c8c545944e2d8fa3 (Assets/65431154313246784234/Editor/x64/Bakery/lmSSS.ptx)
9b6f1240c52e9eb45af48301d0c56ef7 (Assets/65431154313246784234/Editor/x64/Bakery/lmTexGI.ptx)
9b9a19d256dee2740b83b2c7cb08f9ba (Assets/65431154313246784234/MeshBaker/Examples/CharacterCustomization/Materials/ground.mat)
9baf30ce95c751649b14d96da3a4b4d5 (Assets/65431154313246784234/Toon/Shader/Toon_DoubleShadeWithFeather.shader)
9bd9e15ff1cdedb44887072d0d5bf9be (Assets/65431154313246784234/VketBoothValidator/Editor/Rules)
9be336da200c59143adeda27db88a9e3 (Assets/65431154313246784234/Bakery/examples/lightmaps/example_prefabs_bake_LM12_final.hdr)
9c3978743d5db18448a8b945c723a6eb (Assets/65431154313246784234/Toon/Shader/ToonColor_DoubleShadeWithFeather_Clipping_StencilMask.shader)
9c4d7ee42c7d4f944b2ce9d370fa265c (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/Prototyping/Textures/SwatchTurquoiseAlbedo.png)
9cb1e183d39ba432db5c583c4548819c (Assets/65431154313246784234/VRCSDK/Prefabs/World/VRCWorld.prefab)
9cf7e8eb46e9128438d50adf7a841de6 (Assets/65431154313246784234/Toon/Shader/Tess/ToonColor_ShadingGradeMap_Tess_StencilOut.shader)
9d0b29cecf2678b41982d2173d3670ff (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/Prototyping/Textures/SwatchWhiteAlbedo.png)
9d19946c2d06f6b4b9ffbcffab75204f (Assets/65431154313246784234/WhiteAtelier_White/animations/SwitchTex2.anim)
9d603d3ae54510246a924314505a4542 (Assets/65431154313246784234/MeshBaker/Examples/Assets/ModelPrefabs/Goober Artwork/FBX/Materials)
9d9b886f7a8fe7b4baf56624c42e3420 (Assets/65431154313246784234/PostProcessing/Editor Resources/Monitors/WaveformCompute.compute)
9d9bc0dee203fca4e82a2ec45087ad9e (Assets/65431154313246784234/Editor/x64/Bakery/exception.ptx)
9dbe80fdabf840e42bb9bcd9631124fd (Assets/65431154313246784234/MeshBaker/Examples/SceneBasicAssets/combinedMesh.prefab)
9df22fe5a0a42c546bc727b0ca8f63b9 (Assets/65431154313246784234/MeshBaker/Examples/CharacterCustomization/Materials/skin.mat)
9e470aa968dac2f44913af6fb62a8234 (Assets/65431154313246784234/VketBoothValidator/Editor/Rules/G_ComponentLimitation)
9e5c42c5ad3198248a4b747d38b13421 (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/TutorialAvatar/Vrchat_Tutorial_Avatar.fbx)
9e6d0ad5df71e76438b85fb935bb7d07 (Assets/65431154313246784234/MeshBaker/Examples/BakeTexturesAtRuntime)
9e79573fe1bce1443a7c370403aeddc1 (Assets/65431154313246784234/WhiteAtelier_White/models/Materials)
9ee51ca7f0b124e4fa2dc547cd6e56c2 (Assets/65431154313246784234/UniGLTF/UniHumanoid/Scripts/Format)
9f3214aa72e84444bafd15f7a4c74fd5 (Assets/65431154313246784234/Editor/x64/Bakery/icon.png)
9f3bbd9b002da5347ac6975ee02c63fd (Assets/65431154313246784234/MeshBaker/Examples/Assets/Textures/mainLevelIllum.tif)
a03c400b0e3959f428ee99dfc6cfc263 (Assets/65431154313246784234/PostProcessing/Resources/Bluenoise64/LDR_LLL1_62.png)
a08960dd6e8274e7f8fca616e09c48ed (Assets/65431154313246784234/PostProcessing/Utilities/CustomMotionTexture/Textures/UVChecker.png)
a10985de58869ec49b002b490d3e7bc4 (Assets/65431154313246784234/Bakery/examples/content/sponza/Materials/sponza_arch_diff.mat)
a1449ab672051624ca3160737b630f5e (Assets/65431154313246784234/Toon/Shader/Tess/Toon_ShadingGradeMap_AngelRing_Tess_Light.shader)
a1653399f63795746b1857281d1e400d (Assets/65431154313246784234/Bakery/BakeryRuntimeAssembly.asmdef)
a16f93566dd330f4bb9067bad8cd3907 (Assets/65431154313246784234/Bakery/ftGlobalStorage.asset)
a196fd6788131ec459bfb26012466fc1 (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/Prototyping/Textures/GridEmissive.png)
a1ae041906217ae44a774d4ca139af50 (Assets/65431154313246784234/PostProcessing/Resources/Bluenoise64/LDR_LLL1_5.png)
a268f8cf20a6ca644811c072fc1b0726 (Assets/65431154313246784234/UniGLTF)
a2960ffde020f27409e070d92fb2e00b (Assets/65431154313246784234/PostProcessing/Textures/Lens Dirt/LensDirt02.png)
a2aa48b1b60d12b4babfe0c97bec8f2d (Assets/65431154313246784234/MeshBaker/scripts)
a2ac2b5bc2a1c2049897557f27093624 (Assets/65431154313246784234/WhiteAtelier_White/textures/booth_outbuilding_geo_painting_booth_main_mtl_Emission.png)
a2b68152cd1113a2a0008cea4ada8c59 (Assets/65431154313246784234/MeshBaker/Examples/Assets/Textures/impoundFence.tif)
a2eef835ba2ed1e42832a011bea9498b (Assets/65431154313246784234/Bakery/examples/content/sponza/bush.fbm)
a2f468a0a8a4abd43afca71a0df32fe1 (Assets/65431154313246784234/Annoma/textures/Annoma_CostumeBlack_Mtl_AlbedoTransparency.png)
a3214384442742648aa664ef0039d397 (Assets/65431154313246784234/Toon/Shader/Tess/Toon_DoubleShadeWithFeather_Tess_Light.shader)
a3321abd087b2e44e8f1852158e8d948 (Assets/65431154313246784234/Editor/x64/Bakery/dilateFloat.ptx)
a336ccf90791f9841b7e680c010d1e88 (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/Prototyping/Textures/SwatchNavyDarkAlbedo.png)
a3982a2a6cbdff545b952b14bb657a36 (Assets/65431154313246784234/MeshBaker/Examples/CharacterCustomization/Materials/CombinedMat-mat-_MainTex-atlas0.png)
a3cfe45c127cfee4d80f6cec90783335 (Assets/65431154313246784234/VRCSDK/Dependencies/VRChat/Resources/PerformanceStatsLevels)
a3d4be91017a5de4f90a2e4434ff56f8 (Assets/65431154313246784234/WhiteAtelier_White/models/Materials/booth_mtl.mat)
a3f0ef1ef17619749b819ecd2495d5ee (Assets/65431154313246784234/VRCSDK/Dependencies/AWSSDK/AWSSDK.CognitoIdentity.dll.mdb)
a3ff5a3eecc04904bb8e1c862145ec8c (Assets/65431154313246784234/Editor/x64/Bakery/lightingDataChunks/LightingData_5_6_part1.bin)
a469f920b21fc7c4fb5b950917ce2fb2 (Assets/65431154313246784234/PostProcessing/Resources/Bluenoise64/LDR_LLL1_2.png)
a4f9992175e14c94cb482cc785f4d6f6 (Assets/65431154313246784234/MeshBaker/Examples/SceneRuntimeExample/Cube3PF.prefab)
a51358030e2a1a446909f63cc5f7c06f (Assets/65431154313246784234/Editor/x64/Bakery/scripts/xatlas)
a534b959824e77d4f8884f4d16efa00f (Assets/65431154313246784234/Annoma/materials/Annoma_HairStencil_Mtl.mat)
a570f95424b07ca4d9173bbf4c04a005 (Assets/65431154313246784234/ねこねこさんフォルダ/ねこねこさん.fbx)
a60dd313a2c27ca4683efd13a97d1c87 (Assets/65431154313246784234/MeshBaker/Examples/Assets/ModelPrefabs/Goober Artwork/FBX/walk.anim)
a67cb9941159e3a4a864ce0617a8cd3d (Assets/65431154313246784234/Editor/x64/Bakery/shadow3.ptx)
a6a8b5ecc7d02bb4693f7dff36978a58 (Assets/65431154313246784234/WhiteAtelier_White/65431154313246784234.unity)
a6c1a03eceb6e2743b2b8a4a10e9d536 (Assets/65431154313246784234/Editor/x64/Bakery/lmSkyCubemapSH.ptx)
a75118087a5b8ea41a9f58ce5debb2d2 (Assets/65431154313246784234/Bakery/examples/content/ftlogo.png)
a7842aa9522c7584cae2169b8e1ddb86 (Assets/65431154313246784234/Toon/Shader/Tess/ToonColor_DoubleShadeWithFeather_TransClipping_Tess_StencilOut.shader)
a7dcc92c305c7824fb4d4db4ebcb7df2 (Assets/65431154313246784234/Annoma/animations/AnnomaStandupOverride.overrideController)
a820d9099a599754595c04b4ba4ea80d (Assets/65431154313246784234/MeshBaker/Examples/MultipleMaterials/ResultMaterials)
a861314d19ca0994cb9543a07ebe1726 (Assets/65431154313246784234/WhiteAtelier_White/shaders)
a89d3cc6771cdc442877693796c7a58f (Assets/65431154313246784234/MeshBaker/Examples/Assets/ModelPrefabs/Goober Artwork/Textures)
a8d1b72ba7651704796961e103f36c04 (Assets/65431154313246784234/MeshBaker/Examples/Assets/ModelPrefabs/littleBridge_bridgeLights_MB.asset)
a8f5753dd73da3b43ad0e5191109c8cf (Assets/65431154313246784234/MeshBaker/Examples/Assets/ModelPrefabs/hatPrefab-mat-_MainTex-atlas0.png)
a90c09ec844e8a5419de078ea3c8340e (Assets/65431154313246784234/Bakery/examples/lightmaps/LMGroup_Plane_SH_L1y.tga)
a92d6fdbe2c35f94190497c18b88f9af (Assets/65431154313246784234/PostProcessing/Resources/Shaders/ScreenSpaceRaytrace.cginc)
a9401873fccf9f34bbfaba434be2518d (Assets/65431154313246784234/VketBoothValidator/Editor/Rules/Z99_TemplateRule.cs.template)
a94659833aa8f9947b640cc0c85a1410 (Assets/65431154313246784234/Bakery/examples/content/sponza/Materials/lion.mat)
a9ac3c82f948c81429859d2792c35bec (Assets/65431154313246784234/Editor/x64/Bakery/lightingDataChunks/LightingData_2017_1_part2.bin)
a9da517d952881c43b500736d4715432 (Assets/65431154313246784234/MeshBaker/Examples/CharacterCustomization/Materials/player1_Tex.mat)
a9dfe187da390e64e9e5553bac0aa392 (Assets/65431154313246784234/MeshBaker/Examples/BatchPrepareObjectsForDynamicBatching/__In)
aa1a968d23b1d41439bc25ecfb54973f (Assets/65431154313246784234/WhiteAtelier_White/shaders/StencilOutStandard2.shader)
aa2c6f245990b69408c255eb48c206eb (Assets/65431154313246784234/Editor/x64/Bakery/addAO.ptx)
aa2e05ed58ca15441bd0989f008da78b (Assets/65431154313246784234/Toon/Shader/Toon_ShadingGradeMap_StencilMask.shader)
aa334a796b983c142a9c77f8a2623647 (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/TutorialAvatar)
aa3b77de4bfe28046a49ce0984cb5a54 (Assets/65431154313246784234/Bakery/examples/lightmaps/example_subtractive_LM0_final.hdr)
aa80dc44aa4fe4c43bb9d51d90cf2958 (Assets/65431154313246784234/PostProcessing/Resources/Bluenoise64/LDR_LLL1_29.png)
aac069d2f1ef4f54b99e859563c0b380 (Assets/65431154313246784234/Editor/x64/Bakery/attrib_trimeshTexLODselect.ptx)
aac1fbd0a6bb5cd439f623c31c19c2e5 (Assets/65431154313246784234/MeshBaker/Examples/MultipleMaterials/SourceMaterials/stuccobrown.jpg)
aacd90cc96ffbef4bb472bcb90b2620d (Assets/65431154313246784234/UniGLTF/UniJSON/README.md)
ab8844fa5f817a349ba780e291a11bff (Assets/65431154313246784234/Bakery/examples/lightmaps/LMGroup_Plane_RNM_RNM1.hdr)
ab8b47aae33551443a7beaed8de224fe (Assets/65431154313246784234/MeshBaker/Examples/Assets/ModelPrefabs/lightPost_lightPost_MB.asset)
abe31630cd11e444a000efbb4ada8c59 (Assets/65431154313246784234/MeshBaker/Examples/Assets/ModelPrefabs/platformWallJump.fbx)
ac808141ff5d903489b31ea10a4b74bb (Assets/65431154313246784234/WhiteAtelier_White/sub-prefab/Annoma_model_v1_0_LightA.prefab)
ac8ed710934a3564686a096bb351caee (Assets/65431154313246784234/PostProcessing/Resources/Shaders/DepthOfField.shader)
acb267b6d7682c34e907f62d5d4966e4 (Assets/65431154313246784234/MeshBaker/Examples/Assets/ModelPrefabs/meshWithSubmeshes4Cylinder_MeshBaker0-mesh_MB.asset)
acc8c88c20511214784177a073030cdb (Assets/65431154313246784234/MeshBaker/Examples/CharacterCustomization/CharacterController.controller)
ad417645f682ca346b6762e2619802be (Assets/65431154313246784234/Toon/Shader)
ad482139cd119a82a00068bb4ada8c59 (Assets/65431154313246784234/MeshBaker/Examples/Assets/Materials/impoundfence.mat)
ad7807131760d5544843d7424e535b75 (Assets/65431154313246784234/Toon/Shader/Tess/UCTS_ShadingGradeMap_tess.cginc)
ae81bc73e51f2b045a2b14e9227aece3 (Assets/65431154313246784234/MeshBaker/Examples/CharacterCustomization/Materials/colour_ground_tex.mat)
ae847f673eb3e6f4a95f61b4658b806a (Assets/65431154313246784234/UniGLTF/UniHumanoid/Scenes/PoseTransfer.unity)
ae863f0139589a04db80a5d8df506433 (Assets/65431154313246784234/Bakery/examples/lightmaps/example_sponza_day_0_probes.asset)
ae8d06deb98501947846000ba6cd3ab2 (Assets/65431154313246784234/Toon/Shader/UCTS_ShadowCaster.cginc)
aeb01aa770dcf1f43b672799ab0215ae (Assets/65431154313246784234/MeshBaker/Examples/MultipleMaterials/SourceMaterials/birchBark.png)
aebd33b74ef849a4882b4a8d55f0f0c9 (Assets/65431154313246784234/Toon/Shader/Toon_ShadingGradeMap_TransClipping.shader)
af4d258b915b27846b82892763ff33e6 (Assets/65431154313246784234/MeshBaker/Examples/BatchPrepareObjectsForDynamicBatching/comb-mat.mat)
af76c059a1f1cf64d941dd7658750884 (Assets/65431154313246784234/MeshBaker/Examples/SceneBasicAssets/Materials)
af8454e09b3a41448a4140e792059446 (Assets/65431154313246784234/Toon/Shader/ToonColor_ShadingGradeMap.shader)
af8693c7623b99b49b07c2f1bbe20a19 (Assets/65431154313246784234/Editor/x64/Bakery/lmAreaLightRNM.ptx)
af89375df28a025499ebed1e9e776892 (Assets/65431154313246784234/MeshBaker/Examples/SceneBasicAssets/MaterialBakeResult.asset)
af8ae648cfa51a340ac40fe7462cab62 (Assets/65431154313246784234/UniGLTF/doc/SciFiHelmet.png)
afc905c7ad3054f44be840236e2f7861 (Assets/65431154313246784234/Editor/x64/Bakery/uvTerrainPos.pso)
afd77b1fcdc48db4480c0b91ebf59b2a (Assets/65431154313246784234/MeshBaker/Examples/BatchPrepareObjectsForDynamicBatching/comb-mat-_MainTex-atlas0.png)
afe1e502240079342a0a980484b6da8b (Assets/65431154313246784234/PostProcessing/Resources/Bluenoise64/LDR_LLL1_10.png)
aff59c63d25d43f4c938f248837c30fb (Assets/65431154313246784234/PostProcessing/Resources/Bluenoise64/LDR_LLL1_48.png)
affc81f3d164d734d8f13053effb1c5c (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/Shaders/Mobile/VRChat-Mobile-ToonLit.shader)
b0006b3e1449be740bab2cdb9c790a87 (Assets/65431154313246784234/UniGLTF/UniHumanoid/Scenes)
b013711405ef8fd4c90d13acde9e5937 (Assets/65431154313246784234/Bakery/examples/content/sponza/bush.fbm/kust.png)
b06f336637f7053498a45352e4874f9e (Assets/65431154313246784234/MeshBaker/Examples/Assets/ModelPrefabs/meshWithSubmeshes4spheres.asset)
b179fb8a87955a347b5f594a18b43475 (Assets/65431154313246784234/Toon/Shader/Tess/ToonColor_DoubleShadeWithFeather_Tess_StencilOut.shader)
b1b04c93a8ff6ef4595b342727800fe7 (Assets/65431154313246784234/Bakery/examples/content/semiEmissive.bmp)
b1b2bfb2897659e45983f0c3e7dda2c8 (Assets/65431154313246784234/PostProcessing/Editor Resources/UI/CurveBackground.shader)
b1f7ecc80417c414b9d62ce541d5bcbf (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/Shaders/Mobile/VRChat-Mobile-Lightmapped.shader)
b1ffc2ea0faa8cc4a9879d47c7db52cb (Assets/65431154313246784234/MeshBaker/Examples/CharacterCustomization/Textures/player1_Tex.png)
b25db21b17fba3d49a7248568fdb9870 (Assets/65431154313246784234/VRCSDK/Dependencies/VRChat/Resources/PerformanceStatsLevels/Quest/Good_Quest.asset)
b26197720b91cf944bd1e017b9135eef (Assets/65431154313246784234/Bakery/examples/content/example_prefabs_bake_skybox.asset)
b266511438fae724f9d3ce6bd26583e8 (Assets/65431154313246784234/PostProcessing/Resources/Bluenoise64/LDR_LLL1_42.png)
b2a70923168ea0c40a3051a013c93a8a (Assets/65431154313246784234/Toon/Shader/Toon_ShadingGradeMap_AngelRing_TransClipping.shader)
b2d65aafe04cdc5479912c90153d0b19 (Assets/65431154313246784234/Bakery/examples/content/sponza/Materials/vase_dif.mat)
b34f47033ccb0ed47b5596fd0ebe7bcd (Assets/65431154313246784234/UniGLTF/doc/duck.png)
b365e6042890d4b1987423ed6bb8a08c (Assets/65431154313246784234/MeshBaker/Examples/Assets/ModelPrefabs/ConstructionDude/Textures)
b39692f1382224b4cbe21c12ae51c639 (Assets/65431154313246784234/Toon/Shader/ToonColor_ShadingGradeMap_StencilOut.shader)
b3b3f060fbefd7942abe7e4a60893072 (Assets/65431154313246784234/Bakery/examples/lightmaps/example_directional_SH_LM0_L1z.tga)
b40cb4f3e7ea12f459fb790b7cafa750 (Assets/65431154313246784234/MeshBaker/Examples/Assets/ModelPrefabs/Submeshes4Spheres.prefab)
b458447e361372d459171ee1d1afdb58 (Assets/65431154313246784234/BakeryLightmaps/WhiteAtelier_White_LM0_final.hdr)
b4592b214c8d72347a20931d4b907d29 (Assets/65431154313246784234/Annoma/sub-prefab/CombinedObject-mesh.asset)
b45da753d23e1db488270ac77117b476 (Assets/65431154313246784234/MeshBaker/Resources/Shaders)
b4646ae63b0bcca40b1bdde3b87e01bf (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/Prototyping/Textures/SwatchYellowAlbedo.png)
b50934f47f7720944a57037d1c7c8c89 (Assets/65431154313246784234/Annoma/AnnomaV1_NoDynamicBone.prefab)
b5290684820a94548bedb95083785116 (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/Prototyping/Models/prototype_wall_8x8x1.FBX)
b52c69ccefdae7545bfb4d0bf9b7df71 (Assets/65431154313246784234/PostProcessing/Editor/Utils)
b6099d83d6f02e34ea589e768df4173b (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/Materials/Green.mat)
b6360420a27812c4bab263138b7cb58d (Assets/65431154313246784234/test/Left.anim)
b673d33707cbc5446870804437f3cbea (Assets/65431154313246784234/UniGLTF/DepthFirstScheduler/LICENSE)
b6bd2a334bfd0a34abaa402de6cb4ab7 (Assets/65431154313246784234/Bakery/examples/shaders)
b6d0d1a43af2d244aa8ac1c6720a0f8f (Assets/65431154313246784234/Bakery/examples/example_mixed_directional_mode.unity)
b6e42614562a56445ba4b5d90301f06f (Assets/65431154313246784234/PostProcessing/Resources/Shaders/UberSecondPass.cginc)
b716487cf17512a4499ffc2b34a66e55 (Assets/65431154313246784234/MeshBaker/Examples/Assets/ModelPrefabs/floatingPlatform_floatingPlatform_MB0.asset)
b71bb466b71fd13449dd736f63caeb67 (Assets/65431154313246784234/PostProcessing/Resources/Bluenoise64/LDR_LLL1_33.png)
b7246420d3e29ae429fc3827a1abc1e6 (Assets/65431154313246784234/Bakery/ftRGBM2Half.shader)
b761abe3de57e3c4aa4a8c548ba05a33 (Assets/65431154313246784234/WhiteAtelier_White/textures/umhlanga_sunrise_2k.jpg)
b7dffc25871b2ab418db895ae45bff2b (Assets/65431154313246784234/Annoma/textures/Annoma_Combined_Tex.png)
b7f000750830ddb4bbc80065b9314ce9 (Assets/65431154313246784234/PostProcessing/Resources/Bluenoise64/LDR_LLL1_21.png)
b7fc1d118b2429f4898659aec2c71b94 (Assets/65431154313246784234/Annoma/delete)
b83d470e5d0ba124ab0120ea87e681bc (Assets/65431154313246784234/WhiteAtelier_White/animations/idle_center.anim)
b8c21b341e2a930489a33369f7a9616b (Assets/65431154313246784234/MeshBaker/Examples/BatchPrepareObjectsForDynamicBatching/__In/c.prefab)
b8cfd6cc288d10845ad6af826dd6d2be (Assets/65431154313246784234/Bakery/examples/content/sponza/Materials/sponza_curtain_green_diff.mat)
b8d56fc3449f426408c23c723b58d7b5 (Assets/65431154313246784234/PostProcessing/Resources/Shaders/ACES.cginc)
b972e2f733a8caa478ced91af002a3cd (Assets/65431154313246784234/VketBoothValidator/Editor/Rules/C_SceneHierarchy)
b9960364038cbfa4aa49d7b2032d3110 (Assets/65431154313246784234/PostProcessing/Resources/Bluenoise64/LDR_LLL1_45.png)
b997971c7408d874d857049db2983c16 (Assets/65431154313246784234/MeshBaker/Examples/BatchPrepareObjectsForDynamicBatching/__Out/bb.prefab)
b99ed48d1c40c1340816709c33ce9ce8 (Assets/65431154313246784234/MeshBaker/Examples/Scene1Assets/trees.asset)
b9d7ac1a0f551404f8d32e1e02b64325 (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/Prototyping/Models/RampPrototype04x02x02.fbx)
ba0883e74af442c458e3688d632da6e6 (Assets/65431154313246784234/MeshBaker/Examples/MultipleMaterials/SourceMaterials/brick2_NRM.png)
ba128457d0ea5e3439dbe4a53b9d1273 (Assets/65431154313246784234/DynamicBone/Demo/c1.fbx)
ba462813e0b18a343938b337f958c638 (Assets/65431154313246784234/Annoma/extra/ThumbnailCameraPPSProfile 1.asset)
ba7816ea05d4610418371036ad7841ab (Assets/65431154313246784234/Editor/x64/Bakery/lightingDataChunks/LightingData_2017_1_part3.bin)
bab118b2f449fef458e2cb9d7d7dfbd6 (Assets/65431154313246784234/VRCSDK/Prefabs/World/VRCPortalMarker.prefab)
babf6b80c5a7a4f4282ac78eeb55413e (Assets/65431154313246784234/MeshBaker/Examples/Assets/ModelPrefabs/mediumPlatform_mediumPlatform_MB.asset)
bae9238995d10d14db2826b3b040ebb3 (Assets/65431154313246784234/WhiteAtelier_White/animations/SkyboxAnimator.controller)
bba7c5432b0e0f446b6835ece1441e47 (Assets/65431154313246784234/Bakery/examples/LMGroup_example_bush_evening.asset)
bbbbce75a9e818f4ea65df709d80bc4c (Assets/65431154313246784234/Editor/x64/Bakery/denoiseFinish.ptx)
bbeadce146b7c1c41bea63eceabbae31 (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/TutorialAvatar/Materials/phong5.mat)
bbff76ca84d95c849a5ed19836fbba7d (Assets/65431154313246784234/WhiteAtelier_White/models/booth_outbounds_geo.fbx)
bc2ed85df3924a4458576f17e8b10057 (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/Prototyping/Models/PlatformPrototype04x01x04.fbx)
bca75e4db5755a74dbc1e1bb9482a70a (Assets/65431154313246784234/MeshBaker/Examples/SceneRuntimeExample)
bcd3e5aec4e2aa140bc2c18932bf9b1e (Assets/65431154313246784234/Annoma/extra/scripts)
bd1f606b965b9c1498929217ffe65f96 (Assets/65431154313246784234/Bakery/examples/content/sponza/sponza.fbm/sponza_curtain_diff.png)
bd5223a68adbb56488f1fd1cc588e607 (Assets/65431154313246784234/MeshBaker/Examples/CharacterCustomization/CreditForModel.txt)
bdbe6feeda2a62b45ad9a4e311031478 (Assets/65431154313246784234/DynamicBone/ReadMe.txt)
bdc61ce8e8a82174880416ae02d511e2 (Assets/65431154313246784234/WhiteAtelier_White/models/Annoma_model_v1_0_LightB.fbx)
bdd06fb88ef36ed4a85dd506352c2d80 (Assets/65431154313246784234/PostProcessing/Resources/Bluenoise64/LDR_LLL1_27.png)
bdeb898b91f94234d88816aa3a75592d (Assets/65431154313246784234/Annoma/animations/EMOTE1.anim)
be27d4be45de7dd4ab2e69c992876edb (Assets/65431154313246784234/Toon/Shader/ToonColor_ShadingGradeMap_Transparent_StencilOut.shader)
be4bdbc338b878f4a99c4003d8a768e7 (Assets/65431154313246784234/MeshBaker/Examples/Assets/ModelPrefabs/Goober Artwork/FBX/Take 001.anim)
be513cfaa8530114d85f1e8e0f29708a (Assets/65431154313246784234/UniGLTF/UniHumanoid/README.md)
bec11d020ec96c84697359bc499b5edf (Assets/65431154313246784234/MeshBaker/Examples/CharacterCustomization/Materials)
bed2530773cba054c89b4104ccef2743 (Assets/65431154313246784234/MeshBaker/Editor)
bef8b8e6ccf0ae149bf3cbb420b2f488 (Assets/65431154313246784234/UniGLTF/UniHumanoid/Scripts/Editor/Tests)
bf840a439c33c8b4a99d52e6c3d8511f (Assets/65431154313246784234/Toon/Shader/Tess/ToonColor_ShadingGradeMap_TransClipping_Tess_StencilMask.shader)
bf8e9e86f8e321243af96ada717650c6 (Assets/65431154313246784234/MeshBaker/Examples/SceneDynamicAddDelete/Cube3pf.prefab)
bf95b6fdc179b0e4f890c841406193fc (Assets/65431154313246784234/PostProcessing/Resources/Bluenoise64/LDR_LLL1_17.png)
bfe953600e8fb1849a804ee08ace7b4c (Assets/65431154313246784234/PostProcessing/Resources/Bluenoise64/LDR_LLL1_23.png)
bff08c72aac5eb748aa65591772c356d (Assets/65431154313246784234/Editor/x64/Bakery/scripts)
c04139a56038625459f8bb6dafe1ddf4 (Assets/65431154313246784234/Bakery/examples/content/skies64.exr)
c067ebfba078fdc48b4e3f78525fc128 (Assets/65431154313246784234/MeshBaker/Examples/SkinnedMeshRenderer/combinedMaterial.asset)
c071342c6ed3a214cac24c80263f3079 (Assets/65431154313246784234/Bakery/examples/shaders/Baked_Normal_Maps_terrain_meta.shader)
c09052c9b19f0ea4987bc4f4f981252f (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/Prototyping/Models/CubePrototype08x08x08.fbx)
c0ba51d18c5b3824fb1cb8967e2b881e (Assets/65431154313246784234/MeshBaker/Examples/SceneMultipleMaterials.unity)
c0d13824fe14c9c459b745b1ab148374 (Assets/65431154313246784234/Bakery/examples/content/demonormal white vertex SH.mat)
c0d3cb006bb294142bef136f492f2568 (Assets/65431154313246784234/VRCSDK/Examples/Sample Assets/Shaders/Mobile/VRChat-Mobile-Skybox.shader)
c0ea8e9db732bb34695e7e9f36eca13c (Assets/65431154313246784234/MeshBaker/Examples/Assets/ModelPrefabs/meshWithSubmeshes4spheres_Sphere_MB.asset)
c0f1f1ad2ab45624e90193e6c0964ec8 (Assets/65431154313246784234/Bakery/examples/content/sponza/sponza.fbm)
c0fa58091049bd24394fa15b0b6d4c5a (Assets/65431154313246784234/PostProcessing/Editor Resources/UI/MotionBlendingIcon.png)
c11bca9a5bd333548b7892ae10fcc485 (Assets/65431154313246784234/MeshBaker/Examples/Assets/ModelPrefabs/palmPrefab.prefab)
c131d839dc7bb0049a7ab1c9cef73ac7 (Assets/65431154313246784234/Bakery/examples/lightmaps/LMGroup_Sphere_VertexSH0.asset)
c137b27d8eb436749bc560e84b219a42 (Assets/65431154313246784234/Annoma/animations/Fingerpoint_wm.anim)
c139664fde6401f45a09b0f32279484b (Assets/65431154313246784234/Toon/Shader/Tess/UCTS_Outline_Tess.cginc)
c187c3648f392da4f9a77992feff8701 (Assets/65431154313246784234/MeshBaker/Examples/Assets/ModelPrefabs/Materials/No Name.mat)
c1bbc5bb3e346074b850f84ca25acd1d (Assets/65431154313246784234/MeshBaker/Examples/MultipleMaterials/Materials/Trunk.mat)
c1cbe7e9c942fa34dae76215e78921b8 (Assets/65431154313246784234/Bakery/examples/LMGroup_Plane_SH.asset)
c1f765b2bd3d2ad49b2677f6478a9ba3 (Assets/65431154313246784234/PostProcessing/Runtime/Components)
c25933638071e05419d0a90aeec4288d (Assets/65431154313246784234/Annoma/textures/Annoma_Rimlight_Mask.png)
c2a26e9085c36924589607803ad52b25 (Assets/65431154313246784234/MeshBaker/Examples/Assets/ModelPrefabs/hatPrefab-mat.mat)
c2cbcd309b312d6489c306475d74ff5a (Assets/65431154313246784234/MeshBaker/Examples/SceneDynamicAddDelete/combinedMaterial-mat.mat)
